obs_index,cooks_distance,flagged
0,0.0016791041895359274,False
1,0.005898488120055217,False
2,0.005331083316602968,False
3,0.0038726399161211496,False
4,0.012351435959607306,False
5,0.0018960882443804184,False
6,0.0025734991937063382,False
7,0.004200846653560772,False
8,0.0026879371194011518,False
9,0.007196321569741975,False
10,0.006907775090236129,False
11,0.009332061251659108,False
12,0.0023246563189371424,False
13,0.008212492926135297,False
14,0.008935116705574522,False
15,0.012033085796994275,False
16,0.004662635469063228,False
17,0.0024904579484439147,False
18,0.011334046015007253,False
19,0.0046918373641279655,False
20,0.005038813478976499,False
21,0.001859487303087482,False
22,0.0042179765427077425,False
23,0.006527946207791116,False
24,0.0025577598736103526,False
25,0.0023307889216586217,False
26,0.0029778751273121036,False
27,0.004160356304211245,False
28,0.006614849818886031,False
29,0.006217928912845099,False
30,0.009504831786173009,False
31,0.005457398964680237,False
32,0.01000237369442762,False
33,0.00293473930786786,False
34,0.007333304647874469,False
35,0.002369663708629656,False
36,0.006980200760161006,False
37,0.005159385088160623,False
38,0.0019058294796150765,False
39,0.004084716017423598,False
40,0.001988218529234786,False
41,0.010145360904869083,False
42,0.0018292184356505723,False
43,0.005612014512662942,False
44,0.002469544038381016,False
45,0.005048127857949881,False
46,0.00417997002951393,False
47,0.0070848731177686,False
48,0.006819136870703375,False
49,0.008070607480058854,False
50,0.0038772233693932304,False
51,0.008313169257725196,False
52,0.002245332713572544,False
53,0.003706429112226855,False
54,0.0035535024191720097,False
55,0.006614901450678887,False
56,0.007017696734365528,False
57,0.0021338759688204153,False
58,0.010959818079180651,False
59,0.0013901917841974932,False
60,0.0014291171698444073,False
61,0.01107374679544757,False
62,0.005159781265334635,False
63,0.0009065655398468437,False
64,0.0010856002526024742,False
65,0.004998501567789696,False
66,0.0032286631235885154,False
67,0.00683781692553976,False
68,0.007011630451555877,False
69,0.0049263693346649155,False
70,0.00587580547671518,False
71,0.01289764592244228,False
72,0.004067851697672104,False
73,0.004860211118043619,False
74,0.007589411982779881,False
75,0.0058835254379532905,False
76,0.007912146084702823,False
77,0.007271131820499641,False
78,0.006102413381156807,False
79,0.012494643959677771,False
80,0.001539896155536765,False
81,0.007617658850699027,False
82,0.003974747751038621,False
83,0.0021480829985391957,False
84,0.003230821452239044,False
85,0.0036688458732739033,False
86,0.017902425414809523,False
87,0.007121985886629739,False
88,0.003874479492575733,False
89,0.0035910791283145613,False
90,0.0057892154980117745,False
91,0.008068216753132499,False
92,0.00414448402223983,False
93,0.001933365140447499,False
94,0.008119829707138489,False
95,0.005446061871032502,False
96,0.003120150582731987,False
97,0.011554543681843226,False
98,0.004202335342891838,False
99,0.0009176478620363088,False
100,0.00484674222728026,False
101,0.004083819737797795,False
102,0.006707470784981953,False
103,0.0029501758005269275,False
104,0.0054046117044137705,False
105,0.002900100336046704,False
106,0.004106590587911941,False
107,0.007206248796979221,False
108,0.005722298721936015,False
109,0.0031399113243425186,False
110,0.004486414181514468,False
111,0.014336917875436646,False
112,0.0049732629233048865,False
113,0.0038510575026587048,False
114,0.004245093450991325,False
115,0.0042050419953440525,False
116,0.008441690593832788,False
117,0.0026986935645138405,False
118,0.005243979069113779,False
119,0.006126417053456362,False
120,0.0014584753846253904,False
121,0.01642041830385126,False
122,0.010743532756129947,False
123,0.003312005126279492,False
124,0.010898695989670746,False
125,0.012248505647732815,False
126,0.004983126618473119,False
127,0.0009772190754468403,False
128,0.009747675720974245,False
129,0.0029592882934003435,False
130,0.005518478479177629,False
131,0.0011659262169398628,False
132,0.00571388754016093,False
133,0.010667947059212512,False
134,0.0027571344935777985,False
135,0.00878372622563447,False
136,0.005354463178354578,False
137,0.002946808309949025,False
138,0.006285174822116269,False
139,0.006597389845867171,False
140,0.001202297551585505,False
141,0.006723311379684582,False
142,0.011579559313691375,False
143,0.012728346991383777,False
144,0.001456972002430003,False
145,0.004601839786430129,False
146,0.004740673449260296,False
147,0.0023907447522116686,False
148,0.006095584580947924,False
149,0.0035583051295212443,False
150,0.001540611587130597,False
151,0.011363026079257245,False
152,0.0020590330004495016,False
153,0.0036454238346307665,False
154,0.006793176697890968,False
155,0.00973101162816258,False
156,0.006302138040269797,False
157,0.0038881247979962955,False
158,0.004449913321696142,False
159,0.005409914662055114,False
160,0.008031408922984247,False
161,0.002138062535628808,False
162,0.004086083258417735,False
163,0.0034872547670493966,False
164,0.0019654299833468526,False
165,0.004455526386233488,False
166,0.0030855352579297808,False
167,0.002936857913106575,False
168,0.01051329784418732,False
169,0.004935707318542198,False
170,0.0017907108894709147,False
171,0.003164690782548894,False
172,0.004831643037908185,False
173,0.004158616344279866,False
174,0.012496504443348573,False
175,0.0021992158879784807,False
176,0.0036944761245856117,False
177,0.018795733841735166,False
178,0.00860602442546469,False
179,0.014079638671868495,False
180,0.014543200436527974,False
181,0.0018168652846966276,False
182,0.012462669291245116,False
183,0.0020654327816747383,False
184,0.004939163286721591,False
185,0.0016885558446797086,False
186,0.002630154198356658,False
187,0.002356476755159265,False
188,0.00484905094217957,False
189,0.014469127518327034,False
190,0.005865982596072034,False
191,0.003482195597240722,False
192,0.010262663933084318,False
193,0.007969915719620834,False
194,0.012769408892261748,False
195,0.0060374200913665185,False
196,0.003554340183138882,False
197,0.0022135311980656307,False
198,0.0033707602390307487,False
199,0.0015519797503217474,False
