obs_index,Intercept,treatment[T.Phác đồ B],sex[T.Nữ],age,bmi,diabetes,hypertension,smoking,egfr,hba1c,crp,max_abs_dfbeta,flagged
0,0.028709292911554506,0.040382619720372576,-0.027720445008185286,-0.0054146329922059614,-0.06570596401819222,-0.03955081503194803,0.04775828108231327,0.04112502325468041,-0.02604727437930752,-0.02025588834911622,0.05818017235055809,0.06570596401819222,False
1,0.0003579180415098633,0.06862422839696676,-0.051335954900019416,0.02399219866153589,-0.06639032514989368,0.05518734296108616,-0.05133567276296696,0.0743981196876445,-0.11642909579223294,0.10025393984833421,0.044565413283636224,0.11642909579223294,False
2,0.004052682948066503,-0.09097193795727326,0.0851833188306087,0.016833439149969768,-0.10284638591166341,0.07542007535227138,0.09122091725461809,0.06647268119093337,-0.07959335650469401,0.05765668998759393,0.011679505220949364,0.10284638591166341,False
3,0.034824568918281125,-0.0746819774120045,-0.04962549652300943,0.02813178514984141,-0.030172518392603234,0.08049203975630437,0.10780941668483941,-0.07995775637153142,-0.024956454351418956,-0.04420630178748874,0.05144533182491567,0.10780941668483941,False
4,0.09508747982338868,-0.10056582068964032,-0.09076303582289122,-0.18003593466114132,-0.1225344355618512,-0.07577951724457545,0.10760655230766143,-0.0790256847492687,0.17135356470309507,0.040211827788886115,0.04880049743606562,0.18003593466114132,True
5,0.005100701741092526,0.04438335620145831,-0.04929195486078451,0.010577982153367027,0.04821704577166138,0.04575685752572205,0.032211944581798164,0.02354157470235619,-0.061611038021915095,-0.05535155871677028,-0.025630466609524193,0.061611038021915095,False
6,0.043066052371481096,0.05082103969770045,0.042077944509537495,-0.014650810450701126,-0.017684140400467983,0.04524443604211716,-0.05114201086450293,0.05297346955160688,-0.07728310606910248,-0.053556688465773127,-0.007459663466220111,0.07728310606910248,False
7,-0.03616086510214576,0.0777979439852386,-0.07088095797753016,0.06885948413005129,0.09630187459180796,0.07231338809494042,-0.06085620729670574,-0.08282348263531103,-0.06120348655183977,-0.003916107949678595,-0.023041805741998128,0.09630187459180796,False
8,0.00519921715513658,0.057955588731824575,-0.06718814780932258,0.04100750243181224,0.02398971673138234,0.0685791136540394,0.04938158063633924,-0.07191715194456269,-0.05032620556860337,-0.041613740300729826,-0.04254888832597359,0.07191715194456269,False
9,-0.03468983148839285,0.09306025847788349,0.09330010872906391,-0.09359476441286999,0.09594555836885121,-0.08455608297455214,0.09179425895868115,-0.08698846625114554,-0.0033544828290919576,0.04482143955113881,-0.006318125549241911,0.09594555836885121,False
10,-0.08223649625438717,0.08783699567177274,0.07716317939237259,-0.04655205468696828,0.020057934708584645,0.0907864514312568,0.08662921518104136,0.053913314835683186,-0.12775465439158476,0.11229024907172584,0.035897786856088076,0.12775465439158476,False
11,-0.11940612086856038,0.10633279894115359,0.05320344928939363,0.07986916524996035,0.07891630042521221,0.11675359716998013,0.08024589325435551,-0.11268889824090712,0.14732733792200697,-0.09906064792015322,-0.024259987167467047,0.14732733792200697,True
12,0.0552134572836193,-0.0519764942495785,-0.04247972281613535,-0.011842516054258059,0.04852506514842644,-0.06140960807640748,-0.06021493998947573,0.06457043942841315,-0.017706562073315793,-0.06426805092679881,-0.03467510326286016,0.06457043942841315,False
13,0.11538639478572661,0.08454332648768076,-0.1217804822997609,-0.12140943399464649,-0.07103717976771175,0.11084651991912882,0.0966942765238289,-0.10478598500450366,-0.031001555027407087,0.03144586185998147,-0.13083052823598604,0.13083052823598604,False
14,0.020720822783279386,0.08984417935219435,0.04563708776925568,-0.06461277580651355,-0.07231278708139302,0.11706201268093827,0.09490787430360156,-0.1250890922515088,-0.10109098218803152,0.11180306549650387,-0.08922177797362575,0.1250890922515088,False
15,-0.18055630764152897,-0.09662381116996362,0.08061096124786904,-0.0333467770993708,0.17643977308362105,0.10352039165731833,-0.14185350409665753,0.07890961986052404,-0.044761711497304575,0.17624692947270104,0.013636144233562585,0.18055630764152897,True
16,0.003304104124875879,0.06485723044097383,-0.07369273684118349,-0.004609470638609738,0.07824294353031841,-0.07791119722551797,-0.09418147518266101,0.07225549881110993,-0.03844619898698359,0.0434985875965417,-0.10936303767308457,0.10936303767308457,False
17,-0.043494811307611916,0.04702027063002322,0.046547488775558386,0.07613333173316236,0.05945386499228178,-0.0511535718353742,0.03104044738188551,0.03895892989100655,-0.06617418355220174,-0.00923361713628859,-0.04487503031152524,0.07613333173316236,False
18,0.009447467076538782,0.08851157961557582,0.10412051700522454,-0.15691580107402492,0.03911020257207902,0.07947036870784346,0.11804609602256602,0.10112063098823863,0.06803157900669768,-0.16357967664276715,0.1366459507850306,0.16357967664276715,True
19,-0.11173170806630622,-0.06972063909182642,0.0926905492740763,0.004387078927931123,0.10801041115371587,-0.07652724148231178,0.05591315935706862,0.073662909509166,0.00798528523101236,0.019138776249648957,0.08140628514204255,0.11173170806630622,False
20,0.011772943235673876,-0.08132901579609335,-0.03995782869046703,0.08908764867892766,-0.08293452730971809,-0.07574938538109267,0.09260495711365481,-0.06976082547168945,-0.0067061630543240654,0.07563812936138134,0.00014183972654433334,0.09260495711365481,False
21,-0.01587983341369447,0.04065613667484897,0.048368359411621445,0.06942162094092591,0.034022944341373026,-0.04368450313920624,-0.031881316454216546,-0.03740546673367652,-0.07050135650996768,-0.031179858037597263,0.03125783357105711,0.07050135650996768,False
22,0.07481413645119604,0.05478826284896087,-0.07396632676213756,0.06836103517965245,-0.02567551316781733,0.05537834492682792,-0.050963122366459855,-0.0581080886910301,-0.02227970770944491,-0.06727872387306391,-0.11828169378634763,0.11828169378634763,False
23,0.08997341431964917,-0.08717885763926093,0.056369450446900705,-0.03845522675567741,-0.12466594659767838,-0.07646323839390494,-0.09171656830797209,-0.057383236822958414,0.12749938982499562,-0.03174744145390514,-0.03478453996359769,0.12749938982499562,False
24,-0.004890477740321463,0.06337211093679157,-0.057665801295930484,-0.05605899130640116,0.07160781434933504,-0.027054761389868696,0.04379843959086993,-0.061837035034229444,-0.030346679814903868,-0.030885283480323423,0.0432289768252266,0.07160781434933504,False
25,-0.02899804902721379,-0.03995335924046543,-0.03275939048145124,0.0782022425870358,0.04566456424084957,-0.042485145252722886,-0.04683245509247569,-0.04989848700774176,-0.06187822049443509,0.013485513909503154,0.039549690155123905,0.0782022425870358,False
26,0.0847740395762623,0.049633770291003215,-0.07465928642837345,-0.08707291064286987,-0.05478400072704083,-0.03945916886236554,0.03069428798632201,0.0457926846279567,-0.032694327743650484,0.004594455338583623,-0.07564077922895582,0.08707291064286987,False
27,-0.01445507636404903,0.07242726677493383,-0.06394730003337391,-0.03465010781616612,0.07613716835737036,0.06938938497198098,0.07423307793680956,0.05335767555687977,-0.0910738929951655,-0.0004709515036805079,-0.006693949708639274,0.0910738929951655,False
28,0.10335966252287634,-0.06939623590283864,-0.08356928897365673,-0.11460813924921777,-0.08910982224765335,0.09211258241479958,-0.050602130870400164,-0.07902302993236718,-0.044310055793478485,-0.012918657547753778,0.09611075631541804,0.11460813924921777,False
29,0.05716514015739196,0.0832379662796628,-0.13325448597637757,-0.0687582691583585,0.0373902649969455,0.10021626954212434,-0.09392754356696761,-0.08541789952152044,0.05781245346220432,-0.08020670567705254,-0.108837224037274,0.13325448597637757,False
30,0.057260233511065795,-0.07278163042921777,0.025563251691719004,-0.12173204523948725,0.09404036114009336,-0.07400802004090883,-0.13223980753274403,0.09559876832252129,0.12374332871577652,-0.1207210437980374,-0.11244482171153976,0.13223980753274403,False
31,-0.030220803680164977,0.07943915565637613,-0.056903888380959396,-0.03444650398974017,-0.043450694591143084,-0.08817595121417263,0.08034435391532779,0.08629040922168729,0.016397517894721707,0.10932685920310635,0.024412053321845522,0.10932685920310635,False
32,0.026714633266113893,0.10156380753453936,0.02632382620591643,-0.13944500443804092,-0.03802377572552014,-0.05687884292039732,0.05396665354770653,-0.09774181686425551,0.16888630062688362,0.019497733491179614,-0.13813147200079623,0.16888630062688362,True
33,-0.023330631107645543,0.05422192295373662,-0.0395261177231489,0.07816387524200646,0.03039173019292771,-0.07623439079424053,-0.06438814705474731,0.06503298995303318,-0.04750189981279484,0.03634753234529319,-0.03445089132248168,0.07816387524200646,False
34,-0.029304045848543844,0.09072301470821324,0.03746933480952077,0.08676411094934314,-0.042399051721580275,0.09861042028513632,-0.09981139935021621,-0.103760331248241,0.047549792695288876,0.03250465689793881,-0.13469681752454338,0.13469681752454338,False
35,-0.0676607400683433,0.04830795013524372,0.05702580905393891,0.08317799603255895,0.07375294239822335,-0.051122945932296875,0.037411272120747234,0.039052910317049466,-0.05948448730768553,-0.0220266761290849,0.01373071581339847,0.08317799603255895,False
36,-0.1272298563715781,-0.07573202140483391,-0.09916241663727939,0.10028326773113017,0.014254216717378839,0.10632142144156814,0.06159761364523228,0.059798661886296636,0.12149163686179337,0.04041551590016401,-0.017961142351970553,0.1272298563715781,False
37,-0.05168480343025165,0.06710633623523773,0.09012579225947163,0.1005458594515246,0.05413702395782281,0.05034063162488704,0.08562689716853258,0.07056243542244933,-0.02195127947283079,-0.08777768130906313,-0.0185319822038439,0.1005458594515246,False
38,-0.030675288813562372,-0.03460776898155175,-0.030271868118453154,0.07422951650439694,0.04667822831433447,-0.032435742662713964,0.04210339135484745,-0.04931874027783934,-0.01543760706255735,-0.03899418386254082,0.03739225359420854,0.07422951650439694,False
39,0.018610220488894512,-0.06272885998303515,0.046451288104610786,-0.06503819323105571,0.08966396956150302,-0.06928093251396697,-0.09553942642504272,0.07557473158933455,0.000847967122148605,-0.05504252308792027,-0.025661686413783465,0.09553942642504272,False
40,-0.009693165272137108,-0.032608135033856775,-0.029446046755012424,0.01685223705510852,0.051682613651563375,-0.029070531214588625,0.04480758184474965,-0.04551419349130141,-0.012553472922483395,-0.06527213682829444,0.07402246645693666,0.07402246645693666,False
41,-0.12028641176120913,0.12435486653941048,-0.14691532463380366,-0.06444655613866565,0.13883307412495746,0.1508896048863857,0.06528296489889159,-0.13780354525697572,0.12462670265437069,0.001774566326538898,-0.010331300805149938,0.1508896048863857,True
42,0.010313925739738576,-0.04341705536744252,-0.019836870329123242,0.03391736743087775,0.05152914107832563,-0.05120103735064766,0.04196353645923624,0.048380160130593694,-0.039794133648118936,-0.05642778790662993,0.008100509339004048,0.05642778790662993,False
43,-0.0354531380426837,-0.08513677970516446,0.07150080611661629,0.0018826391516200604,0.015433904267963629,0.102558025449952,-0.08503308509704578,-0.09617105789583204,0.06289737161960755,-0.026796357618869625,0.05807068540288866,0.102558025449952,False
44,0.057637398241871605,0.0469585423107491,-0.04475815873329107,-0.030853964186977372,-0.010400983778155076,-0.06778271863761796,-0.05502006355616884,0.0642767069464448,-0.0749554663061593,0.017402221085322918,-0.024988655838424977,0.0749554663061593,False
45,0.047828050954160525,-0.07970227206880069,0.09693120801164673,-0.018894341818181008,0.03169233146668448,0.038461995612282814,-0.04279251693050861,0.08917268991987636,-0.05459812782713532,-0.1255438929359966,0.0841698410178217,0.1255438929359966,False
46,-0.026529028806279886,-0.05362121861611569,-0.02041482158662277,0.06543372413212277,0.0877081091939162,0.03729763711572723,-0.038078542249699227,0.06029385801788794,-0.047256200140035634,-0.0925266529937708,0.09613701582451951,0.09613701582451951,False
47,-0.05880226661244918,0.07952071903393021,0.09155232773539547,0.12336518982929354,0.03638279592960599,-0.08677627599427308,0.08179238285624232,-0.06877753219732141,0.08830926924755939,-0.04472495245661744,-0.06629279934620565,0.12336518982929354,False
