_exposed,_ps,_iptw
1,0.3849411911510533,1.2339547206669474
0,0.4027734405191255,0.8790633833437418
1,0.5734261635910856,0.8283542505722253
0,0.4327449905929032,0.9255096760603978
1,0.4677594769379824,1.0154791584542873
0,0.4389484082189409,0.9357428223906945
1,0.7557978355045908,0.6284749408985504
0,0.4945785890023443,1.038737157897007
1,0.43121237116380484,1.101545391005402
0,0.24757844160327366,0.6977471526981227
0,0.49732187664804306,1.0444059043174514
1,0.3537054904558041,1.3429251533186246
0,0.635030800789428,1.4384775513538524
0,0.429081611989743,0.9195710122942614
1,0.6466805502692775,0.7345203126987663
1,0.6642182745985515,0.7151263645780995
1,0.7345733888936528,0.6466338247229477
0,0.36326961020452725,0.8245248042403596
0,0.304583203026265,0.7549429382273443
1,0.5753571804419423,0.8255741235994376
1,0.5210542673619335,0.9116132997142438
0,0.40379204333305585,0.8805652358867754
0,0.4036383028344513,0.8803382284530945
1,0.556758142432796,0.8531532164477241
0,0.39960609242763273,0.874425928342253
1,0.4611984864044393,1.029925322832603
0,0.43088384904549104,0.9224830451911823
1,0.47791251855811456,0.9939057495984792
0,0.4576201164236832,0.967956253351953
0,0.33168858082558306,0.7855619175990538
0,0.6586149771018712,1.5378530538425612
0,0.5162572304974732,1.0852875393670514
1,0.583761141777175,0.8136889662678339
1,0.43722968152586644,1.0863855316096582
1,0.3846716126188933,1.2348194782717121
1,0.6656120447418962,0.7136289130467739
1,0.5352155497352258,0.8874928993281029
0,0.5635046750475751,1.202762022840042
0,0.420837572631449,0.9064814552721587
1,0.41410318368928223,1.147057107284669
0,0.3841972603365727,0.8525457361345025
0,0.4032741632166364,0.879801020230664
0,0.34836514006943164,0.805665921641974
0,0.3643111718278664,0.8258757692967338
1,0.3134524720274176,1.5153812535842814
1,0.5510797250588414,0.861944249444637
0,0.3807692930948104,0.8478261722902296
1,0.6232940954796531,0.7620800573033921
1,0.47834995199559815,0.9929968593461278
0,0.5464700150177849,1.1575860855607762
1,0.4572716462193322,1.038769851415988
0,0.6940953200599645,1.7162208832598196
1,0.48960330420250026,0.970173191077035
0,0.4043189269730121,0.8813441013530647
1,0.6115434203061524,0.7767232615505932
0,0.2752300535403022,0.7243677839630092
0,0.4869706768443006,1.0233333189819789
1,0.44757825666124346,1.0612669246788524
0,0.3765231790882105,0.8420521539713788
1,0.4036384220706887,1.1767958004672159
1,0.5067981927185213,0.9372566966982413
1,0.40089337085073634,1.184853715570307
1,0.5427412646939598,0.8751868171804522
0,0.5625554926721296,1.2001522277807584
0,0.34217405847244153,0.7980834546914962
0,0.5451425096236338,1.1542076608776854
0,0.5240679048452396,1.1030985414616428
1,0.5172359139629027,0.9183430368566171
0,0.22836057315715458,0.6803695893923305
0,0.4010329804056258,0.8765090277517028
0,0.5844993033297926,1.2635357875626014
0,0.4233880126345788,0.9104909566635272
1,0.39135595467106954,1.2137288172840819
1,0.3321988497477528,1.4298664801539192
0,0.4349548411679346,0.9291292771805394
0,0.42864909596796763,0.9188748915860055
1,0.4853421810236578,0.9786909495444129
0,0.6205976534302661,1.3837552791822423
0,0.6107780641519964,1.348844840556519
0,0.33606467487373054,0.790739670163135
0,0.24366860667503928,0.694140167436408
1,0.5711867768249181,0.8316018844840982
1,0.4147705347806687,1.1452115330496673
0,0.4240982219688424,0.9116137855917443
1,0.3409249395704418,1.3932685611046522
1,0.5704910244364214,0.832616079226215
0,0.318244981220503,0.7700713387337792
0,0.2968016606711782,0.7465887938545107
1,0.568742863426304,0.8351753147959263
0,0.4740199388112583,0.9981366951695341
1,0.49056603222120637,0.96826924165392
0,0.6034505594538156,1.3239206674378239
0,0.3718116880502861,0.8357366573258147
1,0.4847075333830503,0.979972390122976
1,0.4636171010749891,1.0245523706925765
0,0.3398671230218667,0.7952944298173328
1,0.5304434476636702,0.8954771749790292
1,0.6641130191152852,0.7152397051826859
0,0.43281965581955106,0.9256315127750104
1,0.40180286706748397,1.1821717536928933
0,0.39135185532807176,0.8625673216879417
1,0.4583803752277169,1.0362572781699624
0,0.46728237893925845,0.9855127355363723
0,0.29921494919006103,0.7491598163990889
1,0.5046611596120733,0.9412255945457078
0,0.5060680289032328,1.062899408666029
0,0.6063775234469347,1.3337652986623172
1,0.5376135511315613,0.8835342766197518
0,0.43835805760084584,0.9347592484944564
0,0.45519091915572535,0.9636403254997565
0,0.6496420839655783,1.4984676411547677
0,0.3111649199073935,0.7621563058742876
1,0.4991392869189681,0.9516381748510071
1,0.5436670887892147,0.8736964399626596
1,0.513981066941963,0.9241585547617757
1,0.6557407064104452,0.7243716843509256
1,0.6260457719716803,0.7587304655121718
0,0.3853865454446557,0.8541954233329025
1,0.378760950179246,1.2540891551127684
0,0.4526563867462768,0.9591780871966331
1,0.3499480314007783,1.3573443979629245
1,0.38072182055121473,1.24763009199811
0,0.5997404949107754,1.3116490509899787
1,0.3558872252178417,1.3346924709344323
1,0.4581287349189183,1.0368264721139302
1,0.380381778265481,1.248745410902627
0,0.6244668688552487,1.3980124693648825
1,0.3169791870164336,1.498521099984315
0,0.39540767669741617,0.8683537315396084
0,0.5833788608090044,1.260137690131271
1,0.5376481320668446,0.8834774486688708
0,0.5134859801193995,1.0791055931519604
0,0.427005393199082,0.9162389903303344
0,0.4374532434058707,0.9332557584698353
0,0.40031216112822376,0.8754554719463875
1,0.45573182535970463,1.042279633697048
1,0.4641195747517392,1.023443150946781
0,0.4686463249454431,0.9880424746212502
0,0.31340087058935673,0.7646383129711288
0,0.5231684467676978,1.1010177418863705
1,0.4393469936983043,1.0811499949085306
0,0.5530065451602258,1.1745138420162942
0,0.5761750528592583,1.2387189653223991
1,0.5644873148581118,0.8414715220294984
1,0.47356217835807907,1.0030361834361563
0,0.4776301377567612,1.00503501052964
1,0.5440794561522921,0.8730342501060061
1,0.49637802286917476,0.9569319714325685
1,0.6118792576828249,0.7762969475363749
0,0.42203090608177024,0.9083530685713036
1,0.5517043235041987,0.8609684205173443
1,0.47751968006426676,0.9947234005854425
0,0.5924032024348247,1.2880375977832648
1,0.5116922474900396,0.9282923521510772
1,0.7230841050968764,0.6569083688215787
1,0.5407146853020764,0.8784669862159112
1,0.600874818223513,0.7905140731381255
0,0.4327192971024906,0.925467757528942
0,0.3526355402564089,0.8109805722234779
1,0.6064450853559682,0.7832531114028021
0,0.6277582618128916,1.410373813954488
0,0.4934490923080401,1.0364210033540386
0,0.47192245030036184,0.9941721633472421
0,0.3621877979179156,0.8231263031440627
0,0.34398078786665354,0.8002814403753854
0,0.5400540122620363,1.1414383731924156
1,0.507071481934719,0.9367515565806402
0,0.5591242871300318,1.1908117972351167
1,0.3219182799633703,1.4755297526255675
0,0.4788125411828709,1.0073151053778688
0,0.4517537209382088,0.957598838424271
1,0.58367060574557,0.8138151815838727
1,0.5728699993219081,0.8291584487968399
0,0.48643936831808143,1.022274620779668
0,0.49574111567447093,1.0411318795150495
0,0.5620533987943303,1.1987762858637827
1,0.3779241138870611,1.256866081167684
1,0.4399560722844476,1.0796532425012086
0,0.4589848135319593,0.9703978984904397
0,0.6935684016072153,1.7132697892567004
0,0.6448694749249357,1.4783296926926524
1,0.4481462699405483,1.0599217975484079
1,0.39800188673867387,1.1934616790193326
1,0.45441838087366654,1.0452922240662077
0,0.4230389854976968,0.9099401637264423
1,0.5724540793492099,0.8297608788813247
1,0.5758693268840227,0.8248399034728632
1,0.33520070213458375,1.4170614708595883
1,0.4193586691918199,1.1326819615185517
1,0.5147587344438642,0.922762389866354
0,0.5192805828773331,1.092113156448669
1,0.6453566590736955,0.7360271151176857
1,0.4369220214405484,1.0871505135719803
1,0.41042187206354447,1.1573457272434473
0,0.3659586129024225,0.8280216570771014
0,0.40581962419635426,0.8835700763255985
0,0.48107274440811687,1.0117024965304442
0,0.38644958669038176,0.8556754076132735
0,0.3873954230370046,0.8569965353551592
0,0.4080417470901735,0.8868868664628174
