lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value
js_q1,~,Job_Satisfaction,1.0,0.3027541647936124,-,-,-
js_q2,~,Job_Satisfaction,-1.1154113331115436,-0.3376615448573022,0.4830515176811765,-2.3090939419124816,0.020938368863863355
js_q3,~,Job_Satisfaction,0.2714283319066534,0.08217524736071853,0.31191515014268123,0.8701992570146788,0.38419152190680883
js_q4,~,Job_Satisfaction,-0.5649799127085973,-0.17105167342167202,0.3522588385929652,-1.6038771800977498,0.10874112780306588
js_q5,~,Job_Satisfaction,-0.4294255889657271,-0.13001030642725672,0.33063355645178677,-1.2987961463223334,0.19401389752524167
bo_q1,~,Burnout,1.0,0.08206996761763623,-,-,-
bo_q2,~,Burnout,-1.1312343085118037,-0.09284018968281388,1.1859905067511454,-0.9538308292278894,0.3401692813155912
bo_q3,~,Burnout,0.7649675432121957,0.06278203574074682,0.9901083232807691,0.7726099510775429,0.4397532534731341
bo_q4,~,Burnout,-0.5024057134436325,-0.04123324384413263,0.8809609219076853,-0.5702928483537305,0.5684790906784132
bo_q5,~,Burnout,-3.0292693621408238,-0.24859704698480556,2.5015349345959907,-1.2109642444904947,0.2259091085133058
